usage_id,customer_id,usage_date,ai_requests,active_users,api_calls,hours_saved
1948,279,2025-08-10,863,16,288,18.89
1949,212,2026-03-02,866,17,294,9.55
1950,304,2025-05-31,857,15,331,16.26
1951,135,2026-02-05,836,19,330,19.54
1952,6,2025-12-30,849,21,307,17.45
1953,195,2025-12-07,849,11,319,13.34
1954,175,2025-08-14,809,18,301,7.41
1955,100,2026-07-21,791,17,298,12.96
1956,473,2026-07-28,855,18,325,13.39
1957,371,2025-08-24,813,17,326,14.17
1958,298,2025-01-09,857,22,319,16.19
1959,473,2025-06-26,853,19,307,7.71
1960,175,2025-02-26,804,24,334,7.74
1961,221,2025-12-25,882,21,308,11.19
1962,231,2025-12-02,845,18,354,18.95
1963,350,2025-06-13,896,19,327,6.51
1964,111,2026-07-05,864,15,322,11.77
1965,464,2026-01-15,900,22,321,21.41
1966,8,2026-02-09,884,21,343,10.5
1967,345,2025-04-02,842,20,321,13.96
1968,188,2026-05-04,805,18,314,13.3
1969,375,2025-04-19,829,17,307,5.86
1970,39,2025-10-25,865,19,280,17.73
1971,461,2025-02-06,793,23,352,9.22
1972,307,2025-02-06,844,20,304,13.91
1973,215,2026-08-22,824,10,332,13.28
1974,450,2025-04-22,816,24,355,6.68
1975,221,2025-11-12,822,17,292,9.49
1976,292,2025-09-12,856,17,328,5.32
1977,350,2025-06-15,895,22,321,12.36
1978,265,2026-02-11,816,16,338,4.94
1979,115,2026-07-26,864,18,303,17.37
1980,482,2026-03-05,826,17,339,12.75
1981,14,2026-07-26,853,16,333,14.8
1982,296,2025-12-08,858,14,277,13.59
1983,442,2026-06-14,818,23,330,19.88
1984,77,2026-06-18,831,27,294,4.72
1985,437,2025-02-17,806,12,315,6.01
1986,294,2026-07-31,877,21,327,7.04
1987,233,2025-07-05,855,18,322,9.02
1988,273,2026-08-16,860,14,310,16.99
1989,250,2025-03-27,847,14,354,7.09
1990,332,2025-06-14,798,20,310,15.37
1991,83,2025-11-26,861,22,328,17.62
1992,279,2025-04-30,878,16,329,8.56
1993,91,2025-06-20,829,21,330,19.17
1994,156,2026-01-29,775,26,322,12.85
1995,496,2025-12-31,840,23,315,5.76
1996,369,2025-05-06,896,23,329,20.83
1997,142,2026-06-27,844,18,325,14.74
1998,164,2026-04-14,843,22,335,21.05
1999,264,2025-10-30,873,16,340,5.25
2000,481,2025-10-21,870,11,340,11.43
2001,13,2026-05-11,842,25,305,19.15
2002,200,2025-12-23,865,10,301,13.59
2003,175,2026-02-27,832,24,303,14.86
2004,436,2025-08-31,886,21,328,7.83
2005,150,2025-01-25,831,18,332,9.15
2006,386,2025-05-10,818,14,299,9.29
2007,464,2026-06-28,854,19,327,19.3
2008,298,2025-10-29,825,31,333,10.7
2009,67,2026-06-22,855,18,283,17.54
2010,496,2026-01-31,820,11,381,5.3
2011,208,2026-04-15,831,15,334,4.52
2012,140,2025-12-08,843,15,323,17.77
2013,301,2025-06-09,844,20,297,13.4
2014,199,2025-08-07,807,12,306,17.94
2015,300,2025-11-23,848,19,303,18.92
2016,165,2025-01-29,878,11,339,7.44
2017,353,2025-08-12,868,19,320,5.97
2018,475,2026-01-31,882,12,346,15.71
2019,222,2026-02-23,868,8,318,13.74
2020,21,2025-03-03,890,15,321,11.39
2021,475,2025-11-09,841,21,318,6.49
2022,300,2025-12-23,862,20,351,13.7
2023,211,2026-05-30,901,22,309,19.12
2024,500,2026-07-08,865,22,329,7.31
2025,400,2025-12-09,841,12,292,16.61
2026,355,2026-06-15,796,11,303,5.68
2027,136,2025-06-23,839,23,350,15.0
2028,56,2026-06-10,870,22,307,13.74
2029,104,2025-01-02,800,13,301,12.1
2030,181,2026-06-12,813,19,324,11.22
2031,166,2025-07-14,846,18,308,19.85
2032,384,2025-02-10,882,23,323,9.77
2033,368,2025-05-10,813,14,344,10.83
2034,100,2025-09-17,900,20,316,20.88
2035,325,2025-10-29,832,18,302,11.16
2036,23,2025-08-13,839,17,343,12.78
2037,118,2026-02-17,874,20,344,21.74
2038,468,2025-07-05,860,19,312,18.97
2039,137,2025-05-09,855,18,348,8.6
2040,22,2026-04-29,915,17,331,9.57
2041,395,2025-10-23,818,17,305,8.67
2042,329,2025-01-11,859,20,324,10.6
2043,60,2025-07-26,879,11,334,21.86
2044,166,2025-02-05,835,20,317,7.53
2045,358,2025-03-27,806,16,340,19.02
2046,191,2025-05-10,823,20,350,8.4
2047,343,2025-05-01,892,14,323,20.82
2048,63,2025-08-21,829,19,320,18.77
2049,296,2026-06-14,869,16,324,4.35
2050,134,2025-11-21,826,18,336,4.56
2051,343,2025-04-11,858,29,351,6.05
2052,239,2026-05-02,859,14,284,15.63
2053,192,2025-07-18,881,14,300,20.28
2054,189,2025-04-15,801,18,304,15.93
2055,472,2025-09-06,863,18,318,13.64
2056,335,2025-12-12,847,17,327,19.41
2057,462,2025-12-20,829,14,320,5.22
2058,484,2025-10-23,838,19,305,20.7
2059,185,2025-08-17,892,20,338,14.16
2060,219,2026-06-01,861,19,292,20.66
2061,1,2026-02-09,867,19,316,20.73
2062,471,2026-04-20,825,22,332,4.47
2063,465,2025-03-20,884,17,355,14.4
2064,368,2025-03-04,896,23,341,12.57
2065,178,2025-05-26,914,22,324,20.29
2066,396,2025-04-26,851,23,328,4.47
2067,180,2025-09-05,847,15,345,11.73
2068,11,2025-08-27,830,17,319,13.18
2069,422,2025-05-30,841,17,303,16.7
2070,103,2026-07-28,843,12,288,12.97
2071,397,2025-04-28,904,19,321,21.13
2072,482,2026-06-16,864,16,304,17.91
2073,110,2026-05-19,836,23,318,15.2
2074,91,2025-09-02,784,10,304,11.52
2075,243,2025-11-22,834,18,304,8.67
2076,440,2025-05-04,872,22,346,10.51
2077,73,2026-08-16,884,20,334,12.92
2078,105,2025-09-28,808,19,305,11.28
2079,7,2025-01-24,862,17,294,6.57
2080,392,2025-04-19,875,15,324,17.37
2081,191,2025-08-21,883,19,303,12.53
2082,113,2025-02-04,855,27,310,20.69
2083,288,2026-05-26,881,20,322,14.38
2084,168,2025-06-25,773,14,339,8.32
2085,500,2025-09-14,834,11,334,10.31
2086,392,2025-05-13,901,20,339,16.06
2087,196,2025-02-23,864,20,281,20.47
2088,329,2025-12-01,877,18,325,4.93
2089,303,2026-01-19,849,17,317,14.1
2090,444,2025-11-30,893,33,353,6.87
2091,499,2025-11-24,887,14,348,5.33
2092,137,2025-01-11,800,22,329,8.17
2093,222,2025-09-02,868,25,322,17.32
2094,57,2025-06-13,830,17,330,18.01
2095,44,2026-01-23,876,17,336,21.42
2096,38,2025-02-10,830,21,308,18.36
2097,433,2025-07-28,860,13,321,11.14
2098,272,2026-07-15,861,23,312,6.69
2099,458,2026-04-03,909,27,287,14.42
2100,395,2025-05-10,851,15,312,18.22
2101,154,2025-04-02,916,17,308,6.48
2102,487,2026-07-22,870,22,326,20.15
2103,316,2026-07-10,827,16,382,6.77
2104,115,2025-04-24,868,17,325,12.86
2105,386,2025-06-05,920,14,333,11.42
2106,67,2026-04-21,859,15,300,4.71
2107,331,2026-01-04,830,26,321,12.99
2108,421,2025-09-03,886,11,309,13.46
2109,237,2026-03-10,830,19,358,6.08
2110,353,2025-10-02,831,12,338,18.3
2111,45,2025-02-23,864,24,307,15.66
2112,479,2025-12-09,850,18,332,7.32
2113,477,2026-02-24,840,14,320,12.46
2114,49,2025-12-01,842,28,326,6.48
2115,67,2026-08-27,874,9,324,18.14
2116,176,2025-07-23,825,22,330,19.06
2117,126,2025-10-21,824,19,322,19.23
2118,49,2026-04-24,837,14,332,7.64
2119,244,2025-02-21,897,19,335,13.44
2120,236,2026-04-29,850,19,311,11.48
2121,140,2025-07-28,880,20,312,16.35
2122,5,2025-04-06,848,18,326,15.03
2123,243,2025-08-18,832,13,323,15.12
2124,320,2026-05-13,863,22,329,10.34
2125,177,2026-08-15,859,27,307,14.11
2126,368,2025-11-07,821,18,339,8.71
2127,19,2026-05-02,917,14,301,12.63
2128,178,2025-10-01,902,11,325,14.15
2129,330,2026-01-13,883,19,316,17.11
2130,351,2025-06-14,868,14,322,16.77
2131,121,2026-02-01,871,16,317,21.52
2132,335,2025-03-11,825,15,325,15.9
2133,133,2026-05-08,881,17,289,11.67
2134,68,2025-04-26,822,10,349,16.53
2135,220,2026-03-30,798,20,303,9.46
2136,110,2025-12-20,821,24,336,13.95
2137,175,2025-12-11,843,15,324,4.48
2138,260,2026-05-06,811,21,297,11.01
2139,484,2026-06-08,820,23,282,16.41
2140,389,2025-07-21,854,18,293,10.43
2141,36,2025-08-07,868,15,346,14.36
2142,304,2026-01-03,914,16,311,6.47
2143,283,2026-08-07,869,19,286,12.31
2144,40,2026-02-22,839,12,339,20.57
2145,108,2026-07-12,804,18,347,18.88
2146,237,2026-02-23,856,21,318,15.15
2147,191,2025-11-16,841,23,322,19.06
2148,94,2025-08-06,836,16,348,15.52
2149,205,2025-03-24,910,20,320,6.1
2150,4,2025-10-23,866,13,348,9.94
2151,56,2025-04-03,852,19,306,11.21
2152,440,2026-05-13,846,24,305,8.6
2153,55,2025-07-10,829,19,316,8.61
2154,139,2026-01-24,874,17,319,5.64
2155,46,2025-10-22,860,11,296,13.77
2156,356,2025-12-07,814,18,299,14.45
2157,92,2025-08-06,891,13,343,6.91
2158,97,2025-09-08,904,10,325,20.51
2159,124,2026-05-12,832,12,318,11.04
2160,435,2025-04-30,860,12,290,18.54
2161,314,2025-02-19,805,18,323,17.21
2162,458,2026-04-29,905,17,312,12.6
2163,49,2025-10-24,799,11,310,4.49
2164,10,2025-06-25,827,23,292,15.75
2165,211,2026-07-30,855,25,275,20.14
2166,255,2025-09-01,873,18,319,21.36
2167,426,2026-08-25,860,17,300,6.62
2168,260,2025-02-20,850,20,312,5.61
2169,97,2026-05-30,871,27,324,7.62
2170,109,2025-07-28,847,17,309,17.11
2171,282,2026-06-13,837,13,279,7.2
2172,304,2026-08-23,851,24,286,14.61
2173,443,2025-12-22,891,21,293,20.7
2174,196,2025-09-07,835,15,321,14.43
2175,212,2025-10-23,920,22,339,16.29
2176,145,2026-02-04,831,11,316,14.15
2177,118,2026-08-26,850,21,300,12.03
2178,254,2026-06-10,820,23,310,9.53
2179,415,2026-02-20,840,15,309,16.82
2180,250,2025-12-16,890,17,307,17.21
2181,114,2026-05-23,802,21,324,19.86
2182,496,2026-03-06,796,23,315,10.33
2183,175,2026-07-05,836,20,334,13.02
2184,430,2025-07-16,852,29,311,8.4
2185,67,2025-07-18,825,25,307,19.62
2186,115,2025-05-09,818,13,314,4.47
2187,412,2025-05-21,853,19,301,6.31
2188,115,2025-01-19,872,20,299,6.5
2189,340,2025-09-11,797,15,316,19.33
2190,210,2026-01-05,880,16,345,18.21
2191,414,2025-07-27,864,16,299,7.15
2192,235,2025-03-20,853,18,327,9.73
2193,161,2026-05-24,845,20,331,17.33
2194,406,2026-05-07,869,14,331,14.61
2195,152,2026-01-06,828,22,308,4.36
2196,345,2025-08-13,839,12,327,18.82
2197,145,2026-08-12,862,15,318,6.73
2198,338,2025-02-08,814,17,307,19.79
2199,67,2025-01-12,788,16,338,12.52
2200,303,2026-02-20,866,12,317,10.66
2201,261,2026-03-16,837,27,282,8.51
2202,442,2026-05-13,819,26,296,12.77
2203,337,2025-09-08,881,10,333,4.59
2204,12,2025-09-09,859,20,339,17.62
2205,333,2025-02-09,863,15,317,12.36
2206,40,2026-01-27,826,16,290,18.8
2207,55,2026-02-25,853,14,345,19.18
2208,249,2025-03-15,846,12,276,10.6
2209,275,2026-06-14,876,21,310,17.89
2210,80,2026-03-03,839,21,341,9.48
2211,425,2025-12-21,858,16,329,5.16
2212,294,2025-09-21,845,21,296,7.98
2213,213,2025-12-03,857,21,307,13.31
2214,230,2025-02-16,849,17,339,17.42
2215,491,2026-03-17,838,21,322,20.7
2216,266,2025-08-29,806,21,321,17.83
2217,185,2026-05-24,831,17,340,7.01
2218,487,2026-01-15,830,18,329,4.67
2219,467,2025-08-10,777,11,347,16.17
2220,212,2026-07-16,799,10,348,14.07
2221,167,2025-01-09,836,10,314,4.82
2222,155,2026-02-11,819,11,303,18.2
2223,352,2026-04-10,804,16,318,10.32
2224,131,2025-12-16,879,17,332,4.45
2225,234,2025-05-19,873,20,353,21.63
2226,21,2025-12-09,852,18,336,12.83
2227,205,2026-03-06,868,20,329,19.13
2228,137,2025-08-22,819,25,322,11.39
2229,445,2026-02-03,828,20,300,4.22
2230,389,2025-09-29,849,23,313,9.95
2231,425,2025-03-20,856,17,340,5.23
2232,306,2026-05-13,902,21,328,4.89
2233,46,2025-11-28,800,14,318,16.46
2234,66,2026-04-17,849,13,323,9.78
2235,427,2026-06-22,809,23,342,15.91
2236,304,2025-05-24,832,17,298,19.74
2237,451,2026-02-18,844,19,291,14.0
2238,432,2026-03-04,851,21,288,5.54
2239,156,2025-05-04,808,12,310,7.65
2240,175,2025-02-10,843,10,333,19.15
2241,226,2026-04-03,828,16,321,11.63
2242,130,2026-05-02,839,16,314,14.13
2243,446,2026-03-03,864,22,281,9.19
2244,90,2025-05-17,875,20,300,20.36
2245,472,2025-04-28,880,26,326,9.62
2246,265,2026-08-17,814,21,312,10.5
2247,377,2026-07-30,837,21,315,6.64
2248,129,2025-07-20,892,27,325,5.62
2249,82,2026-07-03,833,15,301,5.15
2250,77,2026-07-24,852,21,337,14.16
2251,210,2025-10-16,872,12,315,5.35
2252,20,2026-02-06,848,18,309,11.4
2253,36,2025-08-27,870,19,313,13.3
2254,271,2025-09-24,855,18,314,12.62
2255,458,2025-01-12,883,13,292,15.65
2256,137,2025-06-06,835,20,322,7.89
2257,86,2025-11-11,872,19,334,16.91
2258,357,2025-07-30,825,32,316,15.42
2259,413,2026-01-01,872,20,322,20.04
2260,117,2025-01-20,868,21,308,9.4
2261,118,2025-02-24,799,19,302,12.74
2262,129,2026-04-21,860,19,337,19.93
2263,176,2025-11-06,864,18,323,16.56
2264,118,2026-08-24,850,13,299,15.86
2265,167,2026-07-28,862,23,342,19.43
2266,332,2026-08-15,839,9,316,6.87
2267,165,2026-06-02,841,20,354,14.69
2268,41,2025-12-08,850,27,319,18.68
2269,58,2025-08-15,832,13,299,10.52
2270,445,2025-07-26,828,26,323,15.2
2271,437,2025-04-03,852,24,285,9.67
2272,28,2026-03-25,854,21,292,10.2
2273,68,2026-04-08,825,12,360,4.25
2274,210,2025-05-01,825,16,317,18.98
2275,337,2026-06-14,886,12,328,17.36
2276,382,2026-08-28,862,16,325,6.14
2277,182,2026-08-05,857,16,342,4.62
2278,178,2025-08-14,819,21,362,20.2
2279,268,2025-11-23,870,22,293,16.92
2280,333,2025-03-16,828,20,330,4.42
2281,432,2025-10-04,789,18,299,13.26
2282,149,2025-07-17,854,17,303,4.8
2283,467,2025-09-17,848,12,320,8.0
2284,322,2026-08-29,814,18,286,16.8
2285,208,2025-07-29,903,14,337,12.0
2286,78,2026-03-23,846,16,323,5.06
2287,408,2025-05-16,841,22,334,4.74
2288,276,2025-03-10,808,19,333,7.36
2289,62,2025-10-17,817,19,349,5.24
2290,175,2026-04-13,852,22,342,20.59
2291,104,2026-08-21,861,21,319,18.43
2292,147,2025-01-29,865,16,313,17.36
2293,211,2025-04-16,834,13,290,18.77
2294,173,2026-06-21,822,19,310,20.01
2295,254,2025-02-28,856,14,337,10.16
2296,328,2026-03-13,869,21,333,18.59
2297,382,2026-05-25,853,21,320,19.13
2298,451,2026-07-20,831,17,335,18.43
2299,319,2025-09-11,849,19,328,10.68
2300,109,2025-05-01,873,31,310,4.46
2301,87,2026-06-02,889,19,344,11.31
2302,264,2026-01-25,827,10,329,15.61
2303,394,2025-07-17,849,22,322,8.25
2304,409,2026-07-31,853,23,311,11.85
2305,129,2025-07-01,895,12,334,16.53
2306,125,2025-07-07,871,22,329,15.49
2307,272,2025-01-14,852,16,324,17.11
2308,268,2026-07-18,861,12,329,12.84
2309,414,2025-06-11,833,11,291,11.49
2310,480,2025-05-27,857,25,329,13.86
2311,258,2026-07-03,823,23,315,5.16
2312,366,2025-07-22,823,23,293,6.93
2313,105,2026-02-08,842,21,318,5.54
2314,235,2026-07-22,870,33,334,14.3
2315,180,2025-09-28,854,15,286,15.04
2316,435,2025-10-30,919,21,315,14.53
2317,480,2026-04-18,857,13,331,14.3
2318,498,2025-05-03,835,20,294,12.22
2319,188,2025-06-11,800,13,320,12.64
2320,379,2025-05-16,855,20,329,16.25
2321,214,2025-07-30,818,16,343,7.06
2322,269,2026-03-11,878,14,310,20.5
2323,304,2026-04-20,850,14,292,13.04
2324,181,2025-03-21,859,16,287,20.46
2325,285,2025-12-07,883,16,323,21.39
2326,54,2025-10-19,825,18,318,17.57
2327,434,2026-08-30,853,13,314,9.4
2328,28,2025-03-24,848,12,313,15.27
2329,279,2025-09-04,860,19,316,5.57
2330,323,2026-06-17,854,24,304,15.38
2331,303,2025-04-10,841,19,354,8.37
2332,74,2026-06-19,832,15,312,8.32
2333,146,2026-04-09,868,11,300,15.53
2334,80,2026-06-11,858,12,342,9.66
2335,437,2026-05-30,809,9,315,14.78
2336,307,2026-07-10,847,20,313,4.64
2337,418,2025-11-02,900,24,319,5.21
2338,304,2026-03-27,790,15,328,14.31
2339,83,2026-01-25,828,20,358,10.52
2340,300,2025-04-15,830,20,340,11.57
2341,229,2026-01-04,862,18,298,5.31
2342,223,2025-11-06,813,18,338,6.41
2343,481,2025-02-19,850,24,347,5.75
2344,411,2025-12-21,868,13,331,6.49
2345,227,2025-06-13,898,16,309,7.74
2346,41,2026-07-22,893,16,289,5.31
2347,104,2025-10-28,822,20,351,19.85
2348,225,2025-12-22,860,20,283,6.57
2349,209,2025-09-27,863,16,341,9.54
2350,318,2026-06-18,848,17,301,17.82
2351,391,2025-10-25,825,15,327,9.52
2352,469,2026-03-12,894,23,331,15.63
2353,123,2025-10-30,805,21,302,8.45
2354,377,2026-03-21,868,22,334,15.32
2355,356,2026-06-06,898,16,345,5.31
2356,152,2025-07-15,872,18,281,6.57
2357,446,2026-06-04,818,25,315,10.69
2358,308,2025-12-29,857,13,342,15.82
2359,256,2026-06-26,870,20,333,18.0
2360,124,2025-04-22,840,18,321,15.68
2361,466,2025-05-25,825,24,322,12.97
2362,352,2026-07-12,841,18,328,18.25
2363,393,2026-05-22,895,17,335,5.83
2364,332,2026-06-14,852,17,352,19.62
2365,53,2026-07-07,864,23,352,10.38
2366,307,2025-07-05,891,21,335,18.52
2367,432,2026-05-05,807,17,311,7.13
2368,426,2026-03-22,855,14,311,14.5
2369,499,2026-03-03,888,17,307,14.09
2370,473,2025-12-24,837,25,294,13.66
2371,17,2025-07-12,822,16,307,14.87
2372,57,2025-10-12,874,16,331,20.93
2373,90,2025-04-17,866,20,306,8.5
2374,184,2025-01-21,833,17,349,9.4
2375,260,2025-05-17,849,17,330,8.62
2376,313,2026-06-05,874,26,298,14.67
2377,104,2025-07-13,874,18,296,10.8
2378,209,2025-07-12,895,18,319,18.18
2379,378,2025-03-14,874,31,291,11.42
2380,280,2026-07-12,879,23,335,9.61
2381,481,2026-01-26,878,19,342,7.17
2382,160,2026-05-21,832,11,337,13.66
2383,213,2026-04-11,853,19,341,15.12
2384,33,2025-03-05,831,22,322,18.71
2385,349,2026-06-17,802,12,335,13.5
2386,378,2025-03-27,848,18,332,18.06
2387,202,2025-12-23,825,19,292,17.07
2388,136,2025-01-12,865,19,309,19.67
2389,220,2026-04-07,864,13,308,16.74
2390,231,2025-07-28,829,16,307,12.13
2391,423,2025-11-04,829,18,346,9.99
2392,61,2026-07-16,903,20,317,9.53
2393,203,2026-01-02,865,15,324,13.73
2394,491,2025-11-04,827,18,301,11.6
2395,500,2026-02-13,837,19,298,15.92
2396,369,2026-06-08,874,18,328,14.97
2397,26,2025-09-30,859,20,353,19.12
2398,62,2026-02-01,845,15,300,15.14
2399,169,2025-08-28,862,20,313,12.36
2400,472,2025-01-20,820,17,321,18.02
2401,40,2026-03-26,785,19,296,16.18
2402,78,2025-04-07,809,14,315,15.98
2403,482,2025-03-17,870,17,309,8.72
2404,329,2025-06-18,875,13,321,10.04
2405,164,2026-08-26,839,21,350,14.22
2406,307,2025-09-19,873,23,371,18.85
2407,456,2026-03-03,776,18,300,11.64
2408,286,2026-04-26,855,15,317,9.51
2409,359,2026-02-18,788,19,315,10.29
2410,410,2026-03-18,872,15,345,6.05
2411,236,2026-02-02,870,19,346,21.41
2412,284,2026-05-01,913,18,323,8.21
2413,402,2025-01-23,852,24,333,10.76
2414,197,2025-10-03,780,18,326,8.7
2415,264,2026-02-05,852,14,310,9.51
2416,425,2025-02-21,858,19,326,14.31
2417,56,2025-01-12,896,16,342,16.37
2418,486,2025-12-01,862,24,348,5.01
2419,162,2026-05-22,860,16,316,11.06
2420,209,2025-07-12,814,18,311,5.2
2421,468,2026-01-04,860,17,312,12.2
2422,96,2025-04-05,837,21,326,17.69
2423,382,2026-08-10,854,15,332,9.52
2424,112,2026-01-01,838,21,311,10.49
2425,143,2025-06-04,869,14,329,8.77
2426,173,2025-02-11,845,15,336,9.43
2427,323,2025-06-04,874,24,318,18.95
2428,38,2025-11-28,896,17,349,5.14
2429,35,2025-05-07,845,20,355,4.84
2430,361,2025-07-14,833,14,331,8.22
2431,491,2025-04-19,771,13,334,14.02
2432,197,2026-02-12,892,16,308,21.07
2433,358,2025-09-09,816,14,321,17.32
2434,217,2025-03-12,844,18,308,4.63
2435,167,2025-04-08,818,25,294,14.48
2436,371,2025-10-15,857,27,312,10.32
2437,369,2025-05-31,859,27,339,4.62
2438,206,2026-05-18,907,23,327,14.93
2439,101,2025-06-23,839,22,302,10.15
2440,443,2026-03-22,882,17,316,4.63
2441,48,2026-02-08,878,13,297,12.89
2442,454,2025-03-29,839,23,346,16.69
2443,462,2026-06-12,831,12,337,16.93
2444,208,2026-06-19,882,13,318,18.64
2445,279,2025-07-17,843,14,332,16.38
2446,357,2025-07-16,881,19,325,11.65
2447,122,2025-06-18,852,12,322,5.88
2448,8,2025-03-16,860,30,337,12.71
2449,33,2025-03-03,840,17,332,14.64
2450,395,2026-01-22,815,22,306,20.23
2451,139,2026-07-20,838,20,336,12.79
2452,373,2026-08-11,848,18,352,9.25
2453,395,2026-05-16,831,14,312,12.95
2454,125,2025-11-11,835,17,314,10.8
2455,83,2025-03-07,857,26,264,18.88
2456,284,2025-11-07,861,15,310,14.75
2457,293,2025-05-19,850,21,318,16.54
2458,361,2025-09-25,821,14,302,16.41
2459,384,2026-04-18,839,19,306,13.16
2460,145,2025-03-08,832,18,283,18.91
2461,207,2025-04-04,852,19,353,20.28
2462,7,2025-05-17,839,22,332,7.06
2463,122,2025-12-02,801,19,304,6.61
2464,374,2026-06-04,900,18,324,9.33
2465,133,2026-07-03,886,29,319,20.42
2466,257,2025-10-14,872,14,344,20.57
2467,306,2025-07-26,855,13,319,10.49
2468,144,2025-06-04,764,13,330,10.38
2469,90,2025-03-14,854,23,331,5.9
2470,98,2026-04-17,878,11,313,5.59
2471,297,2025-06-14,844,13,313,20.24
2472,89,2025-02-23,769,12,324,14.53
2473,152,2025-08-21,862,20,328,6.24
2474,378,2026-04-27,847,14,342,16.13
2475,300,2025-07-27,823,20,348,11.89
2476,105,2025-09-12,821,16,315,11.66
2477,462,2026-07-19,844,18,338,18.49
2478,494,2025-09-30,869,22,313,9.64
2479,187,2026-02-20,853,12,275,6.51
2480,171,2025-03-04,865,18,335,20.38
2481,235,2025-04-21,834,23,321,20.62
2482,262,2025-05-01,836,19,356,13.64
2483,56,2025-04-15,877,17,329,15.4
2484,117,2026-04-04,874,21,334,21.43
2485,43,2025-06-20,860,16,269,10.49
2486,408,2025-02-10,833,14,338,11.44
2487,159,2026-03-20,868,15,346,14.07
2488,350,2026-07-23,908,21,335,8.79
2489,495,2025-08-05,861,24,313,4.51
2490,35,2026-02-15,870,19,313,14.78
2491,466,2025-09-24,902,21,312,8.45
2492,344,2025-06-23,838,22,315,11.83
2493,227,2026-08-11,819,17,331,15.04
2494,147,2025-02-08,795,15,316,7.74
2495,260,2025-06-03,831,17,316,18.37
2496,103,2026-03-21,849,11,365,10.21
2497,226,2025-12-28,860,15,331,8.01
2498,203,2025-10-21,814,13,275,12.54
2499,69,2025-08-30,817,9,325,11.09
2500,147,2026-02-04,885,14,330,9.71
2501,22,2025-09-25,841,17,296,14.61
2502,113,2025-08-31,875,13,314,19.11
2503,389,2026-02-01,923,24,314,8.81
2504,59,2025-08-24,805,18,326,7.45
2505,23,2025-03-01,880,19,340,19.0
2506,138,2025-11-29,895,17,350,14.54
2507,197,2025-12-09,835,17,329,18.58
2508,411,2025-01-03,833,15,314,12.5
2509,324,2025-07-26,808,16,341,11.34
2510,443,2025-05-12,859,31,337,15.29
2511,16,2025-09-28,823,25,330,5.26
2512,130,2025-12-06,827,19,313,16.98
2513,171,2025-05-26,857,18,335,11.58
2514,463,2025-04-26,817,23,325,8.83
2515,51,2025-02-11,849,21,303,5.24
2516,280,2025-11-29,897,20,328,15.78
2517,439,2025-12-12,831,16,337,14.73
2518,232,2026-02-12,856,12,305,19.86
2519,165,2025-05-06,831,16,283,8.76
2520,13,2025-03-28,832,16,306,20.49
2521,164,2026-03-16,862,25,336,6.55
2522,3,2025-09-29,837,17,334,14.94
2523,34,2026-04-17,903,19,284,16.23
2524,351,2026-02-07,827,16,289,7.26
2525,212,2026-03-07,866,15,328,7.74
2526,303,2025-08-08,879,17,333,19.21
2527,165,2025-01-07,839,19,320,19.16
2528,275,2025-02-16,855,22,301,6.96
2529,306,2026-06-19,834,8,282,4.76
2530,144,2025-06-04,862,20,328,18.63
2531,291,2025-03-20,856,13,320,6.95
2532,321,2026-02-18,855,10,326,14.64
2533,355,2025-01-11,898,10,259,20.93
2534,479,2025-11-17,900,22,329,17.2
2535,341,2026-06-17,900,16,313,19.68
2536,14,2025-02-24,842,19,340,19.57
2537,228,2026-02-26,864,21,323,12.38
2538,473,2025-03-18,832,21,301,17.35
2539,271,2025-12-02,887,15,316,9.77
2540,12,2025-05-18,865,10,320,18.8
2541,330,2026-01-02,876,16,318,13.7
2542,238,2025-04-17,855,19,327,7.53
2543,414,2026-04-23,863,18,288,21.02
2544,465,2025-06-18,802,13,315,7.89
2545,97,2026-02-08,861,16,330,4.69
2546,163,2025-09-16,836,29,336,9.47
2547,454,2026-05-31,889,22,354,15.94
2548,102,2025-05-22,873,14,337,4.52
2549,65,2026-05-30,813,17,322,8.07
2550,98,2026-02-28,891,28,294,5.15
2551,215,2026-04-17,820,13,343,5.54
2552,121,2026-02-01,870,20,330,18.82
2553,442,2026-03-19,847,17,316,7.4
2554,158,2025-05-16,820,20,313,4.81
2555,441,2026-06-17,821,17,323,10.56
2556,18,2025-11-01,882,16,338,5.89
2557,475,2025-04-19,845,26,328,17.07
2558,270,2025-12-30,876,11,330,4.6
2559,86,2026-05-17,828,18,346,15.07
2560,439,2025-01-15,858,26,343,9.5
2561,112,2026-01-21,828,16,349,8.18
2562,13,2025-06-08,853,19,329,6.17
2563,199,2026-03-30,810,27,317,5.16
2564,11,2025-09-23,816,11,318,13.86
2565,32,2025-04-16,858,12,342,17.82
2566,114,2025-04-26,855,22,330,13.81
2567,409,2025-11-29,894,14,343,12.48
2568,235,2025-10-12,791,15,297,5.04
2569,395,2025-03-17,875,11,299,17.04
2570,374,2026-05-09,870,17,343,20.56
2571,5,2025-05-14,832,25,330,14.74
2572,268,2025-01-23,799,20,338,9.82
2573,102,2026-07-07,879,18,327,11.18
2574,233,2025-12-03,828,12,351,5.82
2575,351,2026-08-27,859,16,311,19.66
2576,252,2025-01-07,825,19,306,17.89
2577,413,2025-08-06,815,16,316,13.41
2578,352,2026-04-28,860,19,333,12.3
2579,46,2025-05-05,787,10,310,17.99
2580,218,2025-02-15,816,15,302,14.62
2581,107,2025-10-24,864,16,351,14.84
